Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4
Motel One GmbH,Tegernseer Landstraße,165,,81539,München,Bayern,Kreisfreie Stadt München,"48,1093222","11,5794588",22.03.2023,11,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,3A03 5FE3 01BB FB59 84C6 0C34 C19D F23A 6059 C004 8154 0497 87B7 4970 E310 64EE 03D2 2AF7 5B29 93B7 CFBC 6212 27B9 B9BE,AC Steckdose Typ 2,11,E531 7A2E DD7A 1E82 15C3 C011 2DE9 46E3 F76D EF1D 6CFF AE68 9157 2DAB 9BAE 15D4 EC9C 4D52 2528 6DE8 601B C627 0480 1AF4,,,,,,
Motel One GmbH,Tegernseer Landstraße,165,,81539,München,Bayern,Kreisfreie Stadt München,"48,1093222","11,5794588",22.03.2023,11,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,2423 E7CF 8714 013D 3CFB FB69 43FE 34A6 C5C3 2088 3045 8245 F31E BC25 5F87 86F7 F16E 0691 D6E0 4AE9 961C 928C 41F4 DACC,AC Steckdose Typ 2,11,72A3 18E4 3C6F 8018 4423 155F C885 3BD6 ED47 A969 B60D 00F4 30F0 8EEC EFDB 4475 407F 4EDB 6F0A 0418 5F59 97D8 0FAA BCD5,,,,,,
Motel One GmbH,Tegernseer Landstraße,165,,81539,München,Bayern,Kreisfreie Stadt München,"48,1093222","11,5794588",22.03.2023,11,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,BABC D0F3 C07C 4AF9 EE12 50DE 1A7D 89FA 33B4 68F7 E6D7 911F AA9B 2E5A A561 E1EE E53E 693F 5FAE 4BD4 62D0 967D 143D 7D90,AC Steckdose Typ 2,11,FAE0 A846 5EEB EE70 793A 6C5B 5594 69F2 F9CF D26F E408 03DA D40D BEE4 F770 886D 89F9 D041 39C3 AA56 9310 FC15 F991 166C,,,,,,
Motel One GmbH,Tegernseer Landstraße,165,,81539,München,Bayern,Kreisfreie Stadt München,"48,1093222","11,5794588",22.03.2023,11,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,0EF9 2EF0 ED2B CA6A B2B8 EC55 38C1 8FF6 491B E0CE 1DDE 945E 2E23 20B6 1209 7BC0 0CA1 2D74 6D7A 244E 3128 338C 3CAF 9DCA,AC Steckdose Typ 2,11,1ADB A80E 0A50 22EE 8682 B41A E2B4 3202 CDBD 343F A425 03AA 50A3 8785 E4AA 1588 A15A 8BF2 CE93 B5AB A879 FD97 C102 1783,,,,,,
Motel One GmbH,Tegernseer Landstraße,165,,81539,München,Bayern,Kreisfreie Stadt München,"48,1093222","11,5794588",22.03.2023,11,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,E56D 9ABE 6FE1 5EC5 62A8 0BFF 4A5C 4247 17A3 0868 854C D539 E83D 8A02 BCCC 28EE BF30 9B34 682B 1643 0A38 508F AF4E A8D2,AC Steckdose Typ 2,11,E8CC C72E 370B 3853 6695 A8C4 68F3 CD2D E22D B300 133E B927 5461 33AB EF08 D8EE 3118 4C9F 0B55 7A0A 2E25 B493 F14B 46A1,,,,,,
SWM Versorgungs GmbH,Wirthstr.,11,,81539,München,Bayern,Kreisfreie Stadt München,"48,112334","11,577599",17.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Wirthstr.,14,,81539,München,Bayern,Kreisfreie Stadt München,"48,111577","11,578649",17.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Rotwandstr.,6,,81539,München,Bayern,Kreisfreie Stadt München,"48,114897","11,587213",24.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Untersbergstr.,72,,81539,München,Bayern,Kreisfreie Stadt München,"48,108046","11,583776",24.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Untersbergstr.,72a,,81539,München,Bayern,Kreisfreie Stadt München,"48,107976","11,583732",24.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Weißenseestr.,2,,81539,München,Bayern,Kreisfreie Stadt München,"48,107689","11,59549",28.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Weißenseestr.,2a,,81539,München,Bayern,Kreisfreie Stadt München,"48,107668","11,595346",28.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Pfarrweg,32,,81539,München,Bayern,Kreisfreie Stadt München,"48,109365","11,603561",08.10.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Pfarrweg,32a,,81539,München,Bayern,Kreisfreie Stadt München,"48,10932","11,603663",08.10.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
EWE Go GmbH,Regerstraße,25,,81541,München,Bayern,Kreisfreie Stadt München,"48,120927","11,586545",13.12.2023,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
Landratsamt München,Mariahilfplatz,17,,81541,München,Bayern,Kreisfreie Stadt München,"48,124315","11,5825507",01.01.2022,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,JJ5BJmBMWzH6bt3F/gmwD7k1S+vaTjF/vKRlYiicMqVGRc+1yp5kt4xQKKmu8nfY,,,,,,,,,
SWM Versorgungs GmbH,Werinherstr.,2,,81541,München,Bayern,Kreisfreie Stadt München,"48,115515","11,580829",23.05.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Falkenstr.,32,,81541,München,Bayern,Kreisfreie Stadt München,"48,121829","11,578694",08.08.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Falkenstr.,34,,81541,München,Bayern,Kreisfreie Stadt München,"48,121725","11,578614",08.08.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Herzogstandstr.,6,,81541,München,Bayern,Kreisfreie Stadt München,"48,115526","11,583125",07.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Herzogstandstr.,6a,,81541,München,Bayern,Kreisfreie Stadt München,"48,115522","11,583104",07.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Mariahilfpl.,13,,81541,München,Bayern,Kreisfreie Stadt München,"48,125249","11,584219",27.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Eduard-Schmid-Str.,2,,81541,München,Bayern,Kreisfreie Stadt München,"48,127764","11,580919",21.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Eduard-Schmid-Str.,2a,,81541,München,Bayern,Kreisfreie Stadt München,"48,127665","11,580714",21.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Aurbacherstr.,11,,81541,München,Bayern,Kreisfreie Stadt München,"48,122602","11,590282",24.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Aurbacherstr.,13,,81541,München,Bayern,Kreisfreie Stadt München,"48,122481","11,59031",24.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Hohenwaldeckstr.,20,,81541,München,Bayern,Kreisfreie Stadt München,"48,11643","11,594168",24.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Hohenwaldeckstr.,20a,,81541,München,Bayern,Kreisfreie Stadt München,"48,116356","11,594155",24.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Kraemer`sche Kunstmühle GmbH & Co. KG,Birkenleiten,41,,81543,München,Bayern,Kreisfreie Stadt München,"48,10566","11,56643",18.12.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Krumpterstr.,4,,81543,München,Bayern,Kreisfreie Stadt München,"48,112962","11,570739",20.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Krumpterstr.,6,,81543,München,Bayern,Kreisfreie Stadt München,"48,113008","11,570588",20.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Krumpterstr.,8,,81543,München,Bayern,Kreisfreie Stadt München,"48,113033","11,570449",20.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Schönstr.,126,,81543,München,Bayern,Kreisfreie Stadt München,"48,101131","11,559367",03.01.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Schönstr.,126a,,81543,München,Bayern,Kreisfreie Stadt München,"48,101194","11,559204",03.01.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Lebscheestr.,2,,81543,München,Bayern,Kreisfreie Stadt München,"48,107159","11,565939",03.01.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Lebscheestr.,2a,,81543,München,Bayern,Kreisfreie Stadt München,"48,107222","11,565748",03.01.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Sommerstr.,1,,81543,München,Bayern,Kreisfreie Stadt München,"48,122943","11,575642",14.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Sommerstr.,1a,,81543,München,Bayern,Kreisfreie Stadt München,"48,123003","11,575701",14.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Claude-Lorrain-Str.,24,,81543,München,Bayern,Kreisfreie Stadt München,"48,120339","11,570229",30.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Claude-Lorrain-Str.,24a,,81543,München,Bayern,Kreisfreie Stadt München,"48,120225","11,57012",30.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Gerhardstr.,7,,81543,München,Bayern,Kreisfreie Stadt München,"48,11625","11,569465",30.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Kupferhammerstr.,2,,81543,München,Bayern,Kreisfreie Stadt München,"48,11839","11,574751",21.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Kupferhammerstr.,2a,,81543,München,Bayern,Kreisfreie Stadt München,"48,118361","11,574839",21.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Kirchseeoner Str.,5,,81543,München,Bayern,Kreisfreie Stadt München,"48,115555","11,617259",22.04.2021,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Theodolindenstr.,2a,,81545,München,Bayern,Kreisfreie Stadt München,"48,089958","11,557916",07.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Tegelbergstr.,6,,81545,München,Bayern,Kreisfreie Stadt München,"48,092707","11,570659",03.01.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Tegelbergstr.,6a,,81545,München,Bayern,Kreisfreie Stadt München,"48,092634","11,570726",03.01.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Reginfriedstr.,2a,,81547,München,Bayern,Kreisfreie Stadt München,"48,110207","11,577621",20.09.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Reginfriedstr.,2,,81547,München,Bayern,Kreisfreie Stadt München,"48,110268","11,577722",02.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Oberbiberger Str.,4,,81547,München,Bayern,Kreisfreie Stadt München,"48,097164","11,580893",07.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Oberbiberger Str.,6,,81547,München,Bayern,Kreisfreie Stadt München,"48,097132","11,580867",07.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Mariahilfpl.,13a,,81547,München,Bayern,Kreisfreie Stadt München,"48,125012","11,584053",27.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Meraner Str.,11,,81547,München,Bayern,Kreisfreie Stadt München,"48,101949","11,570127",27.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
ChargeOne,Aschauer Straße,12,,81549,München,Bayern,Kreisfreie Stadt München,"48,106392","11,599985",11.12.2023,11,Normalladeeinrichtung,4,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D03010103320004C273A4CE6EE84310F46E81787F05ADEBF4CB5FD272008FA2C3B7DB0D424D1399D0E1D8675A07F2A7D131A63DD0225223,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D03010103320004F81B3BCB529D61CE642BCEAA3BC09983C073F9281CE1210E5BFEC2E71026BD6F17A579BD94A9CD732C597DF3828EA619,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D03010103320004378EABA3C207393D23307F7AF5785555D33A68D1A8E97307AD5C59B9202B27C081A198581EFAC8F60C9DA40626A24BE0,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D03010103320004A1CB75F49979570CFA24E68881B55DB5FD60E6A3C7E7645CF80025F6D21F5F012A45B77177E5E9BA99416BD0CDA9BF28
SWM Versorgungs GmbH,Wikingerstr.,51,ggü.,81549,München,Bayern,Kreisfreie Stadt München,"48,091869","11,598752",07.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Wikingerstr.,51a,ggü.,81549,München,Bayern,Kreisfreie Stadt München,"48,091886","11,598698",07.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Langbürgener Str.,3,,81549,München,Bayern,Kreisfreie Stadt München,"48,110064","11,612629",30.08.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Langbürgener Str.,3a,,81549,München,Bayern,Kreisfreie Stadt München,"48,110157","11,612533",30.08.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Görzer Str.,115a,,81549,München,Bayern,Kreisfreie Stadt München,"48,101073","11,609926",05.07.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Balanstr.,385,ggü.,81549,München,Bayern,Kreisfreie Stadt München,"48,089131","11,611348",28.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Marklandstr.,3,,81549,München,Bayern,Kreisfreie Stadt München,"48,092528","11,604449",13.01.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Haager Str.,10,,81549,München,Bayern,Kreisfreie Stadt München,"48,126538","11,60844",22.04.2021,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Kaflerstr.,15a,,81549,München,Bayern,Kreisfreie Stadt München,"48,149715","11,457788",26.04.2021,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Berg-am-Laim-Str.,61,,81637,München,Bayern,Kreisfreie Stadt München,"48,130943","11,617161",20.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Berg-am-Laim-Str.,61a,,81637,München,Bayern,Kreisfreie Stadt München,"48,131121","11,617256",20.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Schloßschmidstr.,15,,81639,München,Bayern,Kreisfreie Stadt München,"48,146608","11,518302",27.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Schloßschmidstr.,15a,,81639,München,Bayern,Kreisfreie Stadt München,"48,146637","11,518188",27.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Park One GmbH,Rosenheimerstraße,15,,81667,München,Bayern,Kreisfreie Stadt München,"48,12998","11,592552",01.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Steinstraße,72,,81667,München,Bayern,Kreisfreie Stadt München,"48,129066","11,594117",20.04.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Pariser Str.,17,ggü.,81667,München,Bayern,Kreisfreie Stadt München,"48,127254","11,598473",08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Pariser Str.,17a,ggü.,81667,München,Bayern,Kreisfreie Stadt München,"48,127282","11,598526",08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Steinstr.,29,,81667,München,Bayern,Kreisfreie Stadt München,"48,132389","11,596393",24.06.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Innere Wiener Str.,7b,,81667,München,Bayern,Kreisfreie Stadt München,"48,133289","11,592924",05.07.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Innere Wiener Str.,7c,,81667,München,Bayern,Kreisfreie Stadt München,"48,133336","11,59304",05.07.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Sckellstr.,2,,81667,München,Bayern,Kreisfreie Stadt München,"48,135199","11,596112",05.07.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Sckellstr.,3,,81667,München,Bayern,Kreisfreie Stadt München,"48,135299","11,596147",05.07.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Holzhofstr.,4,,81667,München,Bayern,Kreisfreie Stadt München,"48,132085","11,593415",05.07.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Elsässer Str.,19,,81667,München,Bayern,Kreisfreie Stadt München,"48,130679","11,605101",08.10.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Elsässer Str.,19a,,81667,München,Bayern,Kreisfreie Stadt München,"48,130519","11,605101",08.10.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Marklandstr.,8a,,81667,München,Bayern,Kreisfreie Stadt München,"48,092478","11,604481",22.04.2021,50,Schnellladeeinrichtung,2,"DC Kupplung Combo, DC CHAdeMO",50,,AC Steckdose Typ 2,22,,,,,,,
AVIA Tankstelle - Parkhaus,Hochstraße,5,Parkgarage,81669,München,Bayern,Kreisfreie Stadt München,"48,13004","11,58912",14.11.2023,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
AVIA Tankstelle - Parkhaus,Hochstraße,5,Parkgarage,81669,München,Bayern,Kreisfreie Stadt München,"48,13004","11,58912",14.11.2023,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
AVIA Tankstelle - Parkhaus,Hochstraße,5,Parkgarage,81669,München,Bayern,Kreisfreie Stadt München,"48,13004","11,58912",14.11.2023,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
AVIA Tankstelle - Parkhaus,Hochstraße,5,Parkgarage,81669,München,Bayern,Kreisfreie Stadt München,"48,13005","11,58912",22.12.2023,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
MAHAG Automobilhandel und Service GmbH & Co. oHG,Schleibingerstraße,12,,81669,München,Bayern,Kreisfreie Stadt München,"48,128648","11,591224",27.12.2022,75,Schnellladeeinrichtung,2,"AC Steckdose Typ 2, DC Kupplung Combo",22,3056 3010 0607 2A86 48CE 3D02 0106 052B 8104 000A 0342 0004 E9FB 9820 B70E 766E 9036 C6B0 4DCC 0F2A 9E85 1617 A94D 3A06 7114 2A99 4CCE B1E7 962C 9187 AD7D 43DE B353 F397 14FD 78C3 3EFB D5EB AAEC 0957 B0D1 C57E B283 6A04,"AC Steckdose Typ 2, DC Kupplung Combo",75,3056 3010 0607 2A86 48CE 3D02 0106 052B 8104 000A 0342 0004 2935 F863 A42F A02D FA22 2614 0F1F 118C 028F 965B 36DC EFCB 8F5C D92C 9146 ED3C 9119 AEB5 AE76 01C4 DC6E 763D 246A 8405 203E CC6E 2E8B A69E 85A6 FCC8 D584 8E02,,,,,,
Energielösung GmbH,Claudius-Keller-Straße,3 a,,81669,München,Bayern,Kreisfreie Stadt München,"48,11633889","11,60255",18.09.2023,100,Schnellladeeinrichtung,2,DC Kupplung Combo,50,,DC Kupplung Combo,50,,,,,,,
SWM Versorgungs GmbH,Rosenheimer Platz,6,,81669,München,Bayern,Kreisfreie Stadt München,"48,129023","11,594031",20.04.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Rosenheimer Str.,172a,,81669,München,Bayern,Kreisfreie Stadt München,"48,118001","11,609502",20.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,St.-Cajetan-Str.,18,,81669,München,Bayern,Kreisfreie Stadt München,"48,121972","11,601085",05.07.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Lilienstr.,55,,81669,München,Bayern,Kreisfreie Stadt München,"48,128634","11,585774",14.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Lilienstr.,57,,81669,München,Bayern,Kreisfreie Stadt München,"48,128577","11,585687",14.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Laibacher Str.,1,,81669,München,Bayern,Kreisfreie Stadt München,"48,11598","11,60442",28.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Laibacher Str.,3,,81669,München,Bayern,Kreisfreie Stadt München,"48,115889","11,60448",28.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Parkwerk GmbH,Atelierstr.,10,Tiefgarage 1.UG,81671,München,Bayern,Kreisfreie Stadt München,"48,125295","11,605649",01.07.2022,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,
Parkwerk GmbH,Atelierstr.,10,Tiefgarage 1.UG,81671,München,Bayern,Kreisfreie Stadt München,"48,125296","11,605648",01.07.2022,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,
Parkwerk GmbH,Atelierstr.,10,Tiefgarage 1.UG,81671,München,Bayern,Kreisfreie Stadt München,"48,125297","11,605651",01.07.2022,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,
Parkwerk GmbH,Atelierstr.,10,Tiefgarage 1.UG,81671,München,Bayern,Kreisfreie Stadt München,"48,125298","11,605647",01.07.2022,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,
Parkwerk GmbH,Atelierstr.,10,Tiefgarage 1.UG,81671,München,Bayern,Kreisfreie Stadt München,"48,125299","11,605646",01.07.2022,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,22,,AC Kupplung Typ 2,22,,,,,,,
