Betreiber,Straße,Hausnummer,Adresszusatz,Postleitzahl,Ort,Bundesland,Kreis/kreisfreie Stadt,Breitengrad,Längengrad,Inbetriebnahmedatum,Nennleistung Ladeeinrichtung [kW],Art der Ladeeinrichung,Anzahl Ladepunkte,Steckertypen1,P1 [kW],Public Key1,Steckertypen2,P2 [kW],Public Key2,Steckertypen3,P3 [kW],Public Key3,Steckertypen4,P4 [kW],Public Key4
SWM Versorgungs GmbH,Richelstr.,11,,80634,München,Bayern,Kreisfreie Stadt München,"48,145567","11,529372",19.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Burghausener Str.,1,,80634,München,Bayern,Kreisfreie Stadt München,"48,145716","11,52962",19.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Wendl-Dietrich-Str.,21b,,80634,München,Bayern,Kreisfreie Stadt München,"48,151647","11,526777",19.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Wendl-Dietrich-Str.,21a,,80634,München,Bayern,Kreisfreie Stadt München,"48,151702","11,527268",19.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Park One GmbH,Lilli-Palmer-Straße,2,,80636,München,Bayern,Kreisfreie Stadt München,"48,144825","11,538679",15.06.2018,22,Normalladeeinrichtung,4,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,
Park One GmbH,Lilli-Palmer-Straße,2,,80636,München,Bayern,Kreisfreie Stadt München,"48,144825","11,538679",15.06.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Mercedes- Benz AG - Niederlassung München,Arnulfstraße,61,,80636,München,Bayern,Kreisfreie Stadt München,"48,1454986","11,5366836",08.10.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Arnulfstraße,61,,80636,München,Bayern,Kreisfreie Stadt München,"48,145252","11,5364127",08.10.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Arnulfstraße,61,,80636,München,Bayern,Kreisfreie Stadt München,"48,1452799","11,5363268",08.10.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Arnulfstraße,61,,80636,München,Bayern,Kreisfreie Stadt München,"48,1452562","11,5364556",16.10.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Arnulfstraße,61,,80636,München,Bayern,Kreisfreie Stadt München,"48,1452533","11,5364951",16.10.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Arnulfstraße,61,,80636,München,Bayern,Kreisfreie Stadt München,"48,1447179","11,5364908",22.02.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Arnulfstraße,61,,80636,München,Bayern,Kreisfreie Stadt München,"48,144641","11,5367883",03.04.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Arnulfstraße,61,,80636,München,Bayern,Kreisfreie Stadt München,"48,14471","11,536458",13.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Arnulfstraße,61,,80636,München,Bayern,Kreisfreie Stadt München,"48,1449625","11,5365763",23.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Arnulfstraße,61,,80636,München,Bayern,Kreisfreie Stadt München,"48,1448865","11,5366782",23.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,11,,AC Steckdose Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Arnulfstraße,61,,80636,München,Bayern,Kreisfreie Stadt München,"48,14499899","11,53669003",19.06.2023,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,,AC Kupplung Typ 2,11,,,,,,,
Mercedes- Benz AG - Niederlassung München,Arnulfstraße,61,,80636,München,Bayern,Kreisfreie Stadt München,"48,14496352","11,53672481",19.06.2023,22,Normalladeeinrichtung,2,AC Kupplung Typ 2,11,,AC Kupplung Typ 2,11,,,,,,,
SWM Versorgungs GmbH,Albrechtstr.,2,,80636,München,Bayern,Kreisfreie Stadt München,"48,151385","11,544912",20.03.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Leonrodpl.,5,,80636,München,Bayern,Kreisfreie Stadt München,"48,159344","11,546701",08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Artilleriestr.,13,,80636,München,Bayern,Kreisfreie Stadt München,"48,157011","11,539534",08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Artilleriestr.,13a,,80636,München,Bayern,Kreisfreie Stadt München,"48,156947","11,539464",08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Maillingerstr.,9,,80636,München,Bayern,Kreisfreie Stadt München,"48,148934","11,545841",20.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Maillingerstr.,30,Seite Rupprechtsstr.,80636,München,Bayern,Kreisfreie Stadt München,"48,147221","11,543434",20.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Maillingerstr.,30a,Seite Rupprechtsstr.,80636,München,Bayern,Kreisfreie Stadt München,"48,147271","11,543349",20.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Erika-Mann-Str.,59,,80636,München,Bayern,Kreisfreie Stadt München,"48,143347","11,537457",08.11.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Erika-Mann-Str.,59a,,80636,München,Bayern,Kreisfreie Stadt München,"48,143383","11,537222",08.11.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Albrechtstr.,14,,80636,München,Bayern,Kreisfreie Stadt München,"48,154122","11,541419",23.01.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Albrechtstr.,14a,,80636,München,Bayern,Kreisfreie Stadt München,"48,154181","11,541355",23.01.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Pfänderstr.,27,,80636,München,Bayern,Kreisfreie Stadt München,"48,155986","11,547935",28.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Pfänderstr.,27a,,80636,München,Bayern,Kreisfreie Stadt München,"48,156065","11,547834",28.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Trivastr.,18,,80637,München,Bayern,Kreisfreie Stadt München,"48,161423","11,541325",08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Trivastr.,20,,80637,München,Bayern,Kreisfreie Stadt München,"48,161534","11,541143",08.11.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Landshuter Allee,54,,80637,München,Bayern,Kreisfreie Stadt München,"48,1533","11,53755",12.04.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Pickelstr.,1,,80637,München,Bayern,Kreisfreie Stadt München,"48,169105","11,534445",28.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Pickelstr.,1a,,80637,München,Bayern,Kreisfreie Stadt München,"48,169191","11,534581",28.09.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Raglovichstr.,1,,80637,München,Bayern,Kreisfreie Stadt München,"48,159822","11,540385",21.11.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Raglovichstr.,1a,,80637,München,Bayern,Kreisfreie Stadt München,"48,159957","11,540378",21.11.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Waisenhausstr.,52,,80637,München,Bayern,Kreisfreie Stadt München,"48,163195","11,529101",05.07.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Waisenhausstr.,54,,80637,München,Bayern,Kreisfreie Stadt München,"48,163354","11,529076",05.07.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Gertrud-Bäumer-Str.,2,,80637,München,Bayern,Kreisfreie Stadt München,"48,162476","11,545762",25.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Gertrud-Bäumer-Str.,2a,,80637,München,Bayern,Kreisfreie Stadt München,"48,162394","11,545639",25.11.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Volpinistr.,70,,80638,München,Bayern,Kreisfreie Stadt München,"48,166007","11,51855",24.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Volpinistr.,70a,,80638,München,Bayern,Kreisfreie Stadt München,"48,166039","11,518668",24.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Nederlinger Str.,19,ggü.,80638,München,Bayern,Kreisfreie Stadt München,"48,161065","11,522237",29.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Nederlinger Str.,19a,ggü.,80638,München,Bayern,Kreisfreie Stadt München,"48,161068","11,52225",29.10.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Jolt Energy GmbH,Arnulfstr.,279,,80639,München,Bayern,Kreisfreie Stadt München,"48,152296","11,514744",06.04.2023,320,Schnellladeeinrichtung,2,DC Kupplung Combo,160,,DC Kupplung Combo,160,,,,,,,
Jolt Energy GmbH,Arnulfstr.,279,,80639,München,Bayern,Kreisfreie Stadt München,"48,152287","11,514709",06.04.2023,320,Schnellladeeinrichtung,2,DC Kupplung Combo,160,,DC Kupplung Combo,160,,,,,,,
SWM Versorgungs GmbH,Kriemhildenstr.,38,,80639,München,Bayern,Kreisfreie Stadt München,"48,151671","11,509649",07.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Kriemhildenstr.,38a,,80639,München,Bayern,Kreisfreie Stadt München,"48,151646","11,509506",07.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Lierstr.,14,,80639,München,Bayern,Kreisfreie Stadt München,"48,152902","11,511484",13.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Lierstr.,14a,,80639,München,Bayern,Kreisfreie Stadt München,"48,152899","11,511675",13.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Gaßnerstr.,6,,80639,München,Bayern,Kreisfreie Stadt München,"48,15451","11,509537",13.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Gaßnerstr.,6a,,80639,München,Bayern,Kreisfreie Stadt München,"48,154551","11,509308",13.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Romanstr.,70a,,80639,München,Bayern,Kreisfreie Stadt München,"48,155589","11,512902",18.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Romanstr.,70b,,80639,München,Bayern,Kreisfreie Stadt München,"48,155577","11,512688",18.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Rosa-Bavarese-Str.,1,,80639,München,Bayern,Kreisfreie Stadt München,"48,147107","11,502535",19.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Rosa-Bavarese-Str.,1a,,80639,München,Bayern,Kreisfreie Stadt München,"48,146964","11,502492",19.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Steubenpl.,3,,80639,München,Bayern,Kreisfreie Stadt München,"48,15113","11,519989",27.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Steubenpl.,4,,80639,München,Bayern,Kreisfreie Stadt München,"48,151127","11,519815",27.12.2018,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Prinzenstr.,18,,80639,München,Bayern,Kreisfreie Stadt München,"48,157345","11,52239",29.03.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Prinzenstr.,18a,,80639,München,Bayern,Kreisfreie Stadt München,"48,157335","11,522253",29.03.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Winthirstr.,25,,80639,München,Bayern,Kreisfreie Stadt München,"48,156477","11,527736",03.09.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Winthirstr.,25a,,80639,München,Bayern,Kreisfreie Stadt München,"48,15666","11,527548",03.09.2020,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Ehrengutstr.,5,,80649,München,Bayern,Kreisfreie Stadt München,"48,121279","11,559301",30.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Ehrengutstr.,5a,,80649,München,Bayern,Kreisfreie Stadt München,"48,121272","11,559455",30.08.2019,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
SWM Versorgungs GmbH,Rosenheimer Str.,172,,80669,München,Bayern,Kreisfreie Stadt München,"48,118058","11,609636",20.12.2017,22,Normalladeeinrichtung,2,AC Steckdose Typ 2,22,,AC Steckdose Typ 2,22,,,,,,,
Aral Pulse,Garmischer Straße,138,,80686,München,Bayern,Kreisfreie Stadt München,"48,12715","11,522233",01.06.2023,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
Aral Pulse,Garmischer Straße,138,,80686,München,Bayern,Kreisfreie Stadt München,"48,12715","11,522233",01.06.2023,150,Schnellladeeinrichtung,2,DC Kupplung Combo,150,,DC Kupplung Combo,150,,,,,,,
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Hansastraße,27,Fraunhofer ZV,80686,München,Bayern,Kreisfreie Stadt München,"48,1324251","11,5297252",01.05.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Hansastraße,27,Fraunhofer ZV,80686,München,Bayern,Kreisfreie Stadt München,"48,1324251","11,5297252",01.05.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Hansastraße,27,Fraunhofer ZV,80686,München,Bayern,Kreisfreie Stadt München,"48,1324251","11,5297252",01.05.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Hansastraße,27,Fraunhofer ZV,80686,München,Bayern,Kreisfreie Stadt München,"48,1324251","11,5297252",01.05.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Hansastraße,27,Fraunhofer ZV,80686,München,Bayern,Kreisfreie Stadt München,"48,1324251","11,5297252",01.05.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Hansastraße,27,Fraunhofer ZV,80686,München,Bayern,Kreisfreie Stadt München,"48,1324251","11,5297252",01.05.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Hansastraße,27,Fraunhofer ZV,80686,München,Bayern,Kreisfreie Stadt München,"48,1324251","11,5297252",01.05.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Hansastraße,27,Fraunhofer ZV,80686,München,Bayern,Kreisfreie Stadt München,"48,1324251","11,5297252",01.05.2021,22,Normalladeeinrichtung,1,AC Steckdose Typ 2,22,,,,,,,,,,
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Hansastraße,27,Fraunhofer ZV,80686,München,Bayern,Kreisfreie Stadt München,"48,1324251","11,5297252",25.06.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Hansastraße,27,Fraunhofer ZV,80686,München,Bayern,Kreisfreie Stadt München,"48,1324251","11,5297252",25.06.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Hansastraße,27,Fraunhofer ZV,80686,München,Bayern,Kreisfreie Stadt München,"48,1324251","11,5297252",25.06.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Hansastraße,27,Fraunhofer ZV,80686,München,Bayern,Kreisfreie Stadt München,"48,1324251","11,5297252",25.06.2021,11,Normalladeeinrichtung,1,AC Steckdose Typ 2,11,,,,,,,,,,
ChargeOne,Tübinger Strasse,5,,80686,München,Bayern,Kreisfreie Stadt München,"48,133289","11,524601",05.06.2023,11,Normalladeeinrichtung,4,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D0301010332000496F89BB64B47E4C871F462FBD261A2B68B934A48E639116B3323CF0A2E83B35624C4E97C5FB2B6517985B98A1061E6A8,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D0301010332000402F4308B548DDC8C668FB912B100EDFD4E9E810EF6A4144A1A3177053C3F4ABA371788BDC01183B9BD26E0C6917C5A0F,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D0301010332000427D013DE41BBAB072FCF5B48C2ACB64B3FDD09A6B8660DC31CCA9B52B9E39EDE59B950CA25DF6590230FAACE2E04DD5A,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D0301010332000442366A501D28348E68F2A010AE935222B8728D552B7D980658EB243BB54B3F3F43E0A0C0605655C8AB28CE294F92EA55
ChargeOne,Tübinger Strasse,5,,80686,München,Bayern,Kreisfreie Stadt München,"48,133289","11,524601",05.06.2023,11,Normalladeeinrichtung,4,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D03010103320004967F2BF7D51D7E0BFA806DBB72DCF65BA91858622850D41E359EA5CC16CE98D1E0E91F61B29A684392155FCBF3568E92,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D030101033200047FFBF984A4536DA73546F3458EDE63D7A703C74624AF99239BA3597907DF22BE5F88D351F18ED59E02C0CBA25C006A52,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D03010103320004714EC6DA0BB74EBA4ABEF13FDE417C73CC2F437350F015C320A88A6B69FBBFFA91A4D541BBAC6F0230B6B143DCD28D89,AC Steckdose Typ 2,11,3049301306072A8648CE3D020106082A8648CE3D030101033200041869BB18E08FB9565B39C45A758BD07B639A36DF4F717E0772A7BA6057E0873B80063B9139FAD534C871572CDCA86D3B
